target,split_mode,fold_id,model,feature_mode,n_train,n_test,accuracy,macro_f1,weighted_f1,pr_auc,roc_auc
label_sensitive_binary,random,random_fold_1,sgd,both,6399999,1600000,0.85379625,0.6191274366787672,0.8854142097369704,0.25129756157175526,0.821233676268204
label_sensitive_binary,state,state_fold_1,sgd,both,5000000,1623129,0.8595934149411415,0.6207549952263722,0.8894146793764834,0.22590357647228623,0.8101842409208495
label_sensitive_binary,state,state_fold_2,sgd,both,5000000,1574929,0.8557287344381874,0.6225184449234078,0.8860320331587026,0.24750552454059843,0.8203552527448267
label_sensitive_binary,state,state_fold_3,sgd,both,5000000,1660626,0.8526332840748007,0.6148821932670302,0.88589661096964,0.2322006264347653,0.8244304084878812
label_sensitive_binary,state,state_fold_4,sgd,both,5000000,1585098,0.8503448998106111,0.6167096732961891,0.8829604866276544,0.21813155447851953,0.8152575220881074
label_sensitive_binary,state,state_fold_5,sgd,both,5000000,1556217,0.8490750325950687,0.6206726435495351,0.8817458537086684,0.22412038576380816,0.8204437431519452
label_target_main,random,random_fold_1,sgd,both,5637985,1409497,0.5557429352456941,0.3016782904736885,0.49840071566125754,,
label_target_main,state,state_fold_1,sgd,both,5000000,1324630,0.4965326166552169,0.21437154539399392,0.37500291855440804,,
label_target_main,state,state_fold_2,sgd,both,5000000,1370641,0.517098934002412,0.21807903889329516,0.40008074085042095,,
label_target_main,state,state_fold_3,sgd,both,5000000,1529007,0.542834663281463,0.22251561780864115,0.4336829223387582,,
label_target_main,state,state_fold_4,sgd,both,5000000,1458313,0.5070715271687216,0.21377445410190318,0.38850394884792216,,
label_target_main,state,state_fold_5,sgd,both,5000000,1364891,0.5173731821808482,0.21375368469115155,0.4010845807163387,,
