,precision,recall,f1-score,support
civic_service,0.29,0.476,0.36,102680.0
commercial_recreation,0.094,0.393,0.152,89524.0
other,0.015,0.084,0.025,8063.0
residential_place,0.182,0.114,0.14,294366.0
residential_street,0.594,0.469,0.524,731309.0
transport,0.168,0.078,0.106,232371.0
accuracy,0.329,0.329,0.329,0.329
macro avg,0.224,0.269,0.218,1458313.0
weighted avg,0.388,0.329,0.343,1458313.0
