,precision,recall,f1-score,support
civic_service,0.247,0.267,0.257,104835.0
commercial_recreation,0.221,0.199,0.209,106426.0
other,0.042,0.384,0.076,7584.0
residential_place,0.0,0.0,0.0,244785.0
residential_street,0.602,0.887,0.717,823552.0
transport,0.191,0.03,0.051,241825.0
accuracy,0.516,0.516,0.516,0.516
macro avg,0.217,0.294,0.218,1529007.0
weighted avg,0.387,0.516,0.427,1529007.0
