,precision,recall,f1-score,support
civic_service,0.284,0.481,0.357,24945.0
commercial_recreation,0.227,0.186,0.205,27780.0
other,0.019,0.001,0.002,1902.0
residential_place,0.088,0.0,0.001,60844.0
residential_street,0.586,0.909,0.713,198368.0
transport,0.253,0.007,0.015,61083.0
accuracy,0.528,0.528,0.528,0.528
macro avg,0.243,0.264,0.215,374922.0
weighted avg,0.402,0.528,0.419,374922.0
