Actual \ Predicted,2,3,4,5,6,7
2,289097,28749,43322,21288,49350,16826
3,15882,10542,4953,10016,8109,8454
4,65816,14202,17112,14617,21334,16038
5,10411,6750,3942,21501,5845,15457
6,51404,7464,12589,7693,71952,4899
7,757,458,402,1075,460,2053
