Actual \ Predicted,2,3,4,5,6,7
2,400325,6072,1308,21688,4,5498
3,32382,9463,310,12945,0,2104
4,110074,10479,806,19533,1,4225
5,23508,7096,252,30753,0,1749
6,132358,2669,428,7948,0,2181
7,1970,552,26,2819,0,214
