Actual \ Predicted,2,3,4,5,6,7
2,375449,10641,1568,21178,3,30
3,34702,11795,496,14205,1,24
4,121172,13002,1038,20446,1,76
5,23560,8136,342,29307,0,40
6,141427,5183,553,8004,0,5
7,2218,761,43,2163,0,8
