Actual \ Predicted,2,3,4,5,6,7
2,474348,15338,1670,29120,730,28
3,39101,12653,417,14268,25,13
4,114991,15086,982,21787,175,29
5,23340,8197,299,31972,31,7
6,137309,5773,546,9475,87,3
7,1693,502,29,2310,2,3
