Actual \ Predicted,2,3,4,5,6,7
2,129720,6041,115584,21887,148599,14402
3,5324,6379,13823,7386,8769,7935
4,28773,7053,41724,11696,41734,17578
5,3970,5817,14599,16637,6384,18502
6,48250,2946,34095,7277,50112,5294
7,277,366,1126,830,456,2273
