Actual \ Predicted,2,3,4,5,6,7
2,179838,18541,281264,25137,11605,4849
3,9515,12572,29035,9063,499,5793
4,33381,15595,79373,11520,1954,11227
5,4130,8154,18849,16354,261,16098
6,45437,6276,87254,7874,4375,1977
7,287,503,1378,731,18,1622
