Actual \ Predicted,2,3,4,5,6,7
2,404680,11305,622,25304,5,11
3,29466,11285,216,14285,0,7
4,105172,14072,500,23368,4,19
5,22086,8021,114,34806,2,5
6,157665,7493,305,12611,2,7
7,1800,623,22,2934,0,3
