,precision,recall,f1-score,support
2,0.571,0.921,0.705,434895.0
3,0.26,0.165,0.202,57204.0
4,0.258,0.006,0.011,145118.0
5,0.321,0.485,0.387,63358.0
6,0.0,0.0,0.0,145584.0
7,0.013,0.038,0.02,5581.0
accuracy,0.518,0.518,0.518,0.518
macro avg,0.237,0.269,0.221,851740.0
weighted avg,0.377,0.518,0.404,851740.0
