Actual \ Predicted,2,3,4,5,6,7
2,376523,7773,4100,24908,35305,23
3,26004,9526,1300,13194,7889,43
4,96751,10341,3107,21259,17602,59
5,18418,6642,1124,30950,6723,49
6,74768,3695,853,7534,69128,23
7,1493,528,124,2583,474,3
