Actual \ Predicted,2,3,4,5,6,7
2,399552,3654,1678,25885,4,5460
3,28454,6630,394,12181,1,1956
4,114115,6988,943,22011,1,4500
5,25473,6036,330,31988,0,2082
6,134140,2413,534,8750,0,2137
7,1894,403,50,2744,0,237
