Actual \ Predicted,2,3,4,5,6,7
2,269519,3271,30312,30227,103784,4814
3,22644,4891,3142,14791,3465,6326
4,75520,4912,11444,20804,17717,12738
5,18293,3934,1565,21417,1930,17895
6,94066,1989,18666,16495,44175,2692
7,1458,319,147,1070,157,2231
