target,split_mode,fold_id,model,feature_mode,n_train,n_test,accuracy,macro_f1,weighted_f1,pr_auc,roc_auc
label_sensitive_binary,random,random_fold_1,lgbm,both,1600000,400000,0.7976775,0.578270169875124,0.8491408632620167,0.2586325285645194,0.8221030484627578
label_sensitive_binary,state,state_fold_1,lgbm,both,1587442,412558,0.853130953708327,0.6152270719038962,0.8858638032606078,0.22704336217568247,0.8155037187664607
label_sensitive_binary,state,state_fold_2,lgbm,both,1619926,380074,0.8426095970784636,0.6145863335850359,0.876693281259209,0.24902134559020317,0.8154057714297044
label_sensitive_binary,state,state_fold_3,lgbm,both,1584783,415217,0.8437419469819396,0.6094922008477361,0.8801969672089955,0.23049696857754648,0.8229555985609588
label_sensitive_binary,state,state_fold_4,lgbm,both,1601347,398653,0.8434152006883179,0.6112738581234396,0.8785186007057971,0.21708143244393477,0.8146580167620252
label_sensitive_binary,state,state_fold_5,lgbm,both,1606502,393498,0.6572485755963181,0.4979030478094352,0.749180125424536,0.2209347412294317,0.8159032883994046
label_target_main,random,random_fold_1,lgbm,both,1408899,352225,0.459953154943573,0.30606052192503125,0.46898475934844724,,
label_target_main,state,state_fold_1,lgbm,both,1422836,338288,0.32954169228586294,0.22071355329221878,0.34386887524185505,,
label_target_main,state,state_fold_2,lgbm,both,1416548,344576,0.3193722139673105,0.2155332188212643,0.3405842513789344,,
label_target_main,state,state_fold_3,lgbm,both,1386202,374922,0.3674390939982183,0.22111327877985876,0.3842731181313394,,
label_target_main,state,state_fold_4,lgbm,both,1399592,361532,0.332485091222907,0.1988076783488301,0.346890841960459,,
label_target_main,state,state_fold_5,lgbm,both,1419318,341806,0.3186895490424393,0.20468732540756127,0.3381620484244938,,
