target,split_mode,fold_id,model,feature_mode,n_train,n_test,accuracy,macro_f1,weighted_f1,pr_auc,roc_auc
label_sensitive_binary,random,random_fold_1,dtree,both,3999999,1000000,0.891993,0.6299431537421453,0.9072428351423023,0.20887603612049643,0.7651159491724214
label_sensitive_binary,random,random_fold_1,sgd,both,3999999,1000000,0.852788,0.6179476389214827,0.8846771126216061,0.24888080405246787,0.8189664816352676
label_sensitive_binary,state,state_fold_1,dtree,both,3983378,1016621,0.8930899519093153,0.6428966270613558,0.9097411438426252,0.19364338245646906,0.7507606053756078
label_sensitive_binary,state,state_fold_2,dtree,both,4026135,973864,0.8470956930331135,0.6169679009532361,0.8802647179070509,0.24009488262978457,0.8204808049639284
label_sensitive_binary,state,state_fold_3,dtree,both,3961790,1038209,0.8574853425466356,0.6175062021421114,0.8888594295810323,0.2159380272169173,0.7869336565390319
label_sensitive_binary,state,state_fold_4,dtree,both,4013548,986451,0.8554616498944195,0.6202791123629119,0.8856964575285471,0.2001172761368734,0.776783649345791
label_sensitive_binary,state,state_fold_5,dtree,both,4015145,984854,0.8696162070723173,0.6307385798617098,0.8946567674088217,0.20157813276632125,0.7790262958156573
label_sensitive_binary,state,state_fold_1,sgd,both,3983378,1016621,0.8605547199988983,0.6232733307155435,0.8901855577976518,0.2273153495229111,0.8148944516741453
label_sensitive_binary,state,state_fold_2,sgd,both,4026135,973864,0.8532947105550672,0.6213116733032611,0.8841644458779341,0.24666091949944235,0.819904957151706
label_sensitive_binary,state,state_fold_3,sgd,both,3961790,1038209,0.8532790603818692,0.615023669216283,0.8862765933876573,0.2291391497952171,0.8216413101118217
label_sensitive_binary,state,state_fold_4,sgd,both,4013548,986451,0.8448630494570941,0.6123397331652468,0.8789969982221789,0.21507687246006912,0.8120695880694548
label_sensitive_binary,state,state_fold_5,sgd,both,4015145,984854,0.8529802386952787,0.6211304149133066,0.8844983327266994,0.2258948071777468,0.8152819705835495
label_target_main,random,random_fold_1,dtree,both,3523275,880819,0.4680382689292579,0.29946533513984425,0.4739643036431591,,
label_target_main,random,random_fold_1,sgd,both,3523275,880819,0.5554342038489178,0.3013579075165659,0.49833858423704075,,
label_target_main,state,state_fold_1,dtree,both,3556517,847577,0.4047054131954973,0.21265133591039787,0.37062227455299557,,
label_target_main,state,state_fold_2,dtree,both,3552354,851740,0.34510413976095994,0.2032621258835161,0.3345689550166589,,
label_target_main,state,state_fold_3,dtree,both,3441755,962339,0.3056448922884763,0.20964954376609335,0.3223621931162869,,
label_target_main,state,state_fold_4,dtree,both,3515274,888820,0.3979174636034293,0.2359230940382824,0.38572652247564637,,
label_target_main,state,state_fold_5,dtree,both,3550476,853618,0.2891750173965404,0.22518889227755676,0.31488119969454725,,
label_target_main,state,state_fold_1,sgd,both,3556517,847577,0.4926950589739929,0.2135241345483062,0.371986717369246,,
label_target_main,state,state_fold_2,sgd,both,3552354,851740,0.5184222884917933,0.22081626465082813,0.4043607113223113,,
label_target_main,state,state_fold_3,sgd,both,3441755,962339,0.5403968871676197,0.21869171072903515,0.43246865098473664,,
label_target_main,state,state_fold_4,sgd,both,3515274,888820,0.5077248486757724,0.21721194909606897,0.38874678845944566,,
label_target_main,state,state_fold_5,sgd,both,3550476,853618,0.5146915833546153,0.2146414835348125,0.3998795650959641,,
